text,clean_text,label,mentions_dem,mentions_rep
"Question: does the ""golden bear shit in the ballot box? Answer:YES                                  USA TODAY: Golf legend explains why he voted for President Trump

https://t.co/xXcWhb3sSs",question: does the  golden bear shit in the ballot box  answer:yes                                  usa today: golf legend explains why he voted for president trump  ,Democrat,['Biden'],"['Trump', 'Trump', 'Republicans', 'Republican']"
All WHITE RACISTS MUST be EXILED from America             ,all white racists must be exiled from america             ,Democrat,"['Biden', 'Biden', 'Biden', 'Harris', 'Harris']",['Trump']
"Trump gegen »die Antifa«

Wenn es nicht so traurig wäre...

... (»Fox News«) hinter der Kindersendung @sesamestreet eine »Verschwörung des linken Mobs«, da die Plüschfigur @elmo und sein Vater sich mit den   -Protesten solidarisierten.

https://t.co/tDMdFaPzc5","trump gegen  die antifa   wenn es nicht so traurig w re...  ...   fox news   hinter der kindersendung  sesamestreet eine  verschw rung des linken mobs , da die pl schfigur  elmo und sein vater sich mit den   -protesten solidarisierten.  ",Democrat,[],['Trump']
"America to Trump:  

  https://t.co/y0IfkunkGk",america to trump:      ,Democrat,"['Joe', 'Biden']",['Trump']
"Just an Election Day reminder that the Joker, the actual freaking JOKER, hates nazis more than the invader in the White House. Vote and vote hard if you haven’t yet.    https://t.co/CTVeCJMCbM","just an election day reminder that the joker, the actual freaking joker, hates nazis more than the invader in the white house. vote and vote hard if you haven t yet.    ",Democrat,"['Biden', 'Harris']",['Trump']
"Next Time I hear Trump calls someone a name I wanna hear them say Sticks &amp;  Stones May break my bones but names will never hurt me.
Then I wanna see them stick their thumbs in their ears &amp; stick their tongue out at him.
",next time i hear trump calls someone a name i wanna hear them say sticks and;  stones may break my bones but names will never hurt me. then i wanna see them stick their thumbs in their ears and; stick their tongue out at him. ,Democrat,[],"['Trump', 'Trump']"
How many times is this? He doesn’t give a crap about supporters.  Dumb suckers!   https://t.co/OEuQYaLAjq,how many times is this  he doesn t give a crap about supporters.  dumb suckers    ,Democrat,[],['Trump']
"""We were hoping the thing would congeal and someone would make a call..."" CNN
Is this an election or an open wound?! CONGEAL? What?
CALL IT   ", we were hoping the thing would congeal and someone would make a call...  cnn is this an election or an open wound   congeal  what  call it   ,Democrat,['Biden'],[]
"More than 700 deaths &amp; 30k cases in 3 months in 18 US counties.
Instead of finding ways to reduce &amp; prevent the spread, this is what our current leadership has done.
     
https://t.co/HJ6aerqeZD","more than 700 deaths and; 30k cases in 3 months in 18 us counties. instead of finding ways to reduce and; prevent the spread, this is what our current leadership has done.       ",Democrat,[],[]
"By Monday, I never want to hear “Allegheny county” ever again. @CNNPolitics      ","by monday, i never want to hear  allegheny county  ever again.  cnnpolitics      ",Democrat,"['biden', 'Biden']",[]
GOP Rep. Jordan: Trump Winning Margin 'Is Going to Be So Strong' -- 'It's Going to Be a No-Doubter' https://t.co/By3PdVsPHM via @BreitbartNews &lt;&lt;&lt; REGARDLESS OF       🇺🇸,gop rep. jordan: trump winning margin  is going to be so strong  --  it s going to be a no-doubter   via  breitbartnews  lt; lt; lt; regardless of         ,Democrat,[],"['Trump', 'GOP']"
Let’s hope @JoeBiden wins the election within the United States today ,let s hope  joebiden wins the election within the united states today ,Democrat,"['Joe', 'Biden']",['Trump']
  https://t.co/K0TunB2FK8 via @YahooNews,   via  yahoonews,Democrat,"['Biden', 'Harris']",[]
  is important. Do what you can today to create a  but remember to take care of YOU!  ,  is important. do what you can today to create a  but remember to take care of you   ,Democrat,"['Biden', 'Harris']",[]
"I volunteer to communicate to him the stark reality of his defeat. 

https://t.co/ZgtsXETuSd",i volunteer to communicate to him the stark reality of his defeat.   ,Democrat,[],[]
" and  to  Call hours are 9 AM ET – 11:30 PM ET and on Tuesday, November 3rd starting at 8 AM ET. https://t.co/2zHEQwcJTq   because          https://t.co/KFivqAyKXI"," and  to  call hours are 9 am et   11:30 pm et and on tuesday, november 3rd starting at 8 am et.    because          ",Democrat,[],[]
"BIDEN DID IT, ","biden did it, ",Democrat,['BIDEN'],['Trump']
"Trump’s COVID Rally - Jordan Klepper Fingers The Pulse | The Daily Socia... https://t.co/pzrBfV8JZP via @YouTube
Hahahahaha (2nd Notice) This is exactly what “they” are about!    ",trump s covid rally - jordan klepper fingers the pulse   the daily socia...  via  youtube hahahahaha  2nd notice  this is exactly what  they  are about     ,Democrat,[],"['Trump', 'Trump']"
"The only Election Fraud I'm worried about today is @realDonaldTrump and the @GOP throwing away legitimate Ballots of anykind

 
 
 
",the only election fraud i m worried about today is  realdonaldtrump and the  gop throwing away legitimate ballots of anykind        ,Democrat,[],"['Trump', 'Trump', 'Donald', 'GOP']"
"As for Kimberly Klacik, I guess the people of Baltimore don’t want someone who endorses Donald Trump who has been talking bad about our city. She doesn’t care about  and she uses the child to get black folks to vote for her but it didn’t work","as for kimberly klacik, i guess the people of baltimore don t want someone who endorses donald trump who has been talking bad about our city. she doesn t care about  and she uses the child to get black folks to vote for her but it didn t work",Democrat,[],"['Trump', 'Donald']"
"I don't understand the people saying that removing Trump won't fix the underlying bigotry in America. No, of course it won't by itself but at the moment, it's not just happening, it's being actively encouraged and supported by the most powerful individual in the world. ","i don t understand the people saying that removing trump won t fix the underlying bigotry in america. no, of course it won t by itself but at the moment, it s not just happening, it s being actively encouraged and supported by the most powerful individual in the world. ",Democrat,[],"['Trump', 'Trump']"
"Is there a reason why  protestors are pepper sprayed if they even appear threatening, or not, but  supporters,  literally threatening democracy and the  are allowed to go about their disruptive business?","is there a reason why  protestors are pepper sprayed if they even appear threatening, or not, but  supporters,  literally threatening democracy and the  are allowed to go about their disruptive business ",Democrat,[],['Trump']
"It is Friday, November 6, 2020. One citizen, I call for the removal from office by our carefully counted votes, the impeached fascist Donald J Trump as President of the United States. Please RT fellow citizens &amp; pass it on.  Trump will lose this very day. Get some rest.","it is friday, november 6, 2020. one citizen, i call for the removal from office by our carefully counted votes, the impeached fascist donald j trump as president of the united states. please rt fellow citizens and; pass it on.  trump will lose this very day. get some rest.",Democrat,[],"['Trump', 'Trump', 'Donald']"
"
 seized in raid of his Psychiatrist's office for patient exploitation charges.

Report: Second Hunter Biden Laptop Seized by DEA https://t.co/8SLncgbhnx via @BreitbartNews 



",  seized in raid of his psychiatrist s office for patient exploitation charges.  report: second hunter biden laptop seized by dea  via  breitbartnews     ,Democrat,"['Biden', 'Biden', 'Biden']",[]
"Its a very important day for America, i hope justice wins. 🙏
 ","its a very important day for america, i hope justice wins.    ",Democrat,[],[]
"🎥🛑In  protesters gather outside  Convention Centre as vote counting continues, now with presence of  and  for protect the vote.

   https://t.co/2mZZz994KK","  in  protesters gather outside  convention centre as vote counting continues, now with presence of  and  for protect the vote.     ",Democrat,[],[]
https://t.co/0guqRf4JFT                  ,                  ,Democrat,[],[]
Trump has made it very well known how he feels about African Countries! Nigerians supporting trump... won’t ever be respected by trump.. He called your country “sh*t hole”Newsflash... that’s an insult.... ,trump has made it very well known how he feels about african countries  nigerians supporting trump... won t ever be respected by trump.. he called your country  sh t hole newsflash... that s an insult.... ,Democrat,[],"['Trump', 'trump', 'trump']"
"Bin wirklich kein Trump-Fan. Hoffe so sehr, dass  gewinnt. Aber  bedeutet, einen Menschen auf dem Müll zu entsorgen. Dass dieses Bild, das bisher von  genutzt wurde, jetzt für @realDonaldTrump herhalten muss, finde ich beschämend, ","bin wirklich kein trump-fan. hoffe so sehr, dass  gewinnt. aber  bedeutet, einen menschen auf dem m ll zu entsorgen. dass dieses bild, das bisher von  genutzt wurde, jetzt f r  realdonaldtrump herhalten muss, finde ich besch mend, ",Democrat,['Biden'],"['Trump', 'Trump', 'Trump', 'Donald']"
"Video of leftist groups including  being led by  and including federal employees  in the nation’s capitol next week.
Fithian tell her minions to support their cohorts with guns
https://t.co/UBjm4UynnJ",video of leftist groups including  being led by  and including federal employees  in the nation s capitol next week. fithian tell her minions to support their cohorts with guns ,Democrat,[],[]
"The New Yorker Endorses Joe Biden for President | The New Yorker

 
 

 https://t.co/cTW08krPWz",the new yorker endorses joe biden for president   the new yorker        ,Democrat,"['Joe', 'Biden']",['Trump']
